,Address,Price,Rental_type,Sqfeet,Boro,Agency,Beds,Baths
9323,"349 West 45th Street, 5RW - Clinton, New York",2295,Multi-Family,Listing ID: 3890487,Manhattan,Elliman,1 Bed, 1 Bath
9324,"330 West 43rd Street, 9 - Clinton, New York",2295,Cooperative,Listing ID: 3890488,Manhattan,Elliman,1 Bed, 1 Bath
9325,"330 West 43rd Street, 3 - Clinton, New York",2295,Cooperative,Listing ID: 3890484,Manhattan,Elliman,1 Bed, 1 Bath
9326,"202 West 98th Street, 5C - Upper West Side, New York",2295,Rental,Listing ID: 3896006,Manhattan,Elliman,1 Bed, 1 Bath
9327,"127 East 61st Street, 3R - Upper East Side, New York",2295,Rental,Listing ID: 3895919,Manhattan,Elliman,Studio, 1 Bath
9328,"The Coronet, 57 West 58th Street, 9F - Midtown, New York",2295,"Condo, Doorman",Listing ID: 3756569,Manhattan,Elliman,Studio, 1 Bath
9329,"112 West 121st Street, 8 - Harlem, New York",2295,Rental,Listing ID: 3884850,Manhattan,Elliman,1 Bed, 1 Bath
9330,"330 West 43rd Street, 3 - Clinton, New York",2295,Cooperative,Listing ID: 3890484,Manhattan,Elliman,1 Bed, 1 Bath
9331,"null, 215 East 4TH Street, 2 - East Village, New York",2295,Condo,Listing ID: 3895840,Manhattan,Elliman,1 Bed, 1 Bath
9332,"112 West 121st Street, 8 - Harlem, New York",2295,Rental,Listing ID: 3884850,Manhattan,Elliman,1 Bed, 1 Bath
9333,"202 West 98th Street, 5C - Upper West Side, New York",2295,Rental,Listing ID: 3896006,Manhattan,Elliman,1 Bed, 1 Bath
9334,"127 East 61st Street, 3R - Upper East Side, New York",2295,Rental,Listing ID: 3895919,Manhattan,Elliman,Studio, 1 Bath
9335,"The Coronet, 57 West 58th Street, 9F - Midtown, New York",2295,"Condo, Doorman",Listing ID: 3756569,Manhattan,Elliman,Studio, 1 Bath
9336,"84 Horatio Street, 4C - West Village - Meatpacking District, New York",2295,Cooperative,Listing ID: 3837722,Manhattan,Elliman,Studio, 1 Bath
9337,"514 East 88th Street, 3B - Upper East Side, New York",2291,Rental,Listing ID: 3861973,Manhattan,Elliman,1 Bed, 1 Bath
9338,"514 East 88th Street, 4C - Upper East Side, New York",2291,Rental,Listing ID: 3861972,Manhattan,Elliman,1 Bed, 1 Bath
9339,"510 East 88th Street, 4C - Upper East Side, New York",2291,Rental,Listing ID: 3848635,Manhattan,Elliman,1 Bed, 1 Bath
9340,"254 Seaman Avenue, B1 - Inwood, New York",2290,Rental,Listing ID: 3872143,Manhattan,Elliman,2 Beds, 1 Bath
9342,"163 Mulberry Street, 2 - Little Italy - Chinatown, New York",2290,Rental,Listing ID: 3856238,Manhattan,Elliman,Studio, 1 Bath
9344,"37-14 36th Street, 8F - Long Island City, New York",2284,Condo,Listing ID: 3894504,Manhattan,Elliman,Studio, 1 Bath
9345,"316 West 139th Street, 3A - Harlem, New York",2284,Multi-Family,Listing ID: 3860275,Manhattan,Elliman,2 Beds, 1 Bath
9346,"Gramercy East, 321 East 22nd Street, VARST",2275,"Rental, Doorman",Listing ID: 1549109,Manhattan,Elliman,Studio, 1 Bath
9347,"406 West 48th Street, 3RW - Clinton, New York",2275,Rental,Listing ID: 3883593,Manhattan,Elliman,1 Bed, 1 Bath
9348,"28 East 130th Street, 3A - Harlem, New York",2275,Single Family Townhouse,Listing ID: 3770458,Manhattan,Elliman,1 Bed, 1 Bath
9349,"433 West 34th Street, 7H - Chelsea, New York",2275,"Cooperative, Doorman",Listing ID: 3847434,Manhattan,Elliman,Studio, 1 Bath
9350,"2304 Adam C Powell Boulevard, 3A - Harlem, New York",2271,Rental,Listing ID: 3736684,Manhattan,Elliman,3 Beds, 1 Bath
9351,"144 West 139th Street, 10 - Harlem, New York",2265,Rental,Listing ID: 3809002,Manhattan,Elliman,2 Beds, 1 Bath
9352,"63 Avenue D , 1C - East Village, New York",2264,Rental,Listing ID: 3883644,Manhattan,Elliman,2 Beds, 1 Bath
9353,"43 East 22nd Street, 3 - East Village, New York",2250,Rental,Approximate Sq. Feet: 930,Manhattan,Elliman,2 Beds, 1 Bath
9354,"27 East 63rd St, 3B - Upper East Side, New York",2250,Rental,Listing ID: 3759726,Manhattan,Elliman,Studio, 1 Bath
9355,"210 East 63rd Street, 8A - Upper East Side, New York",2250,"Cooperative, Doorman",Listing ID: 3838559,Manhattan,Elliman,Studio, 1 Bath 
9356,"536 East 89th Street, 3C - Upper East Side, New York",2250,Rental,Listing ID: 3834445,Manhattan,Elliman,1 Bed, 1 Bath
9357,"501 West 189th Street, 2G - Washington Heights, New York",2250,Rental,Listing ID: 3859900,Manhattan,Elliman,2 Beds, 1 Bath
9358,"478 Third Avenue, 4A - Kips Bay, New York",2250,,Listing ID: 3884185,Manhattan,Elliman,Studio, 1 Bath
9359,"2490 Frederick Douglass Boulevard, B1B - Harlem, New York",2250,Rental,Listing ID: 3843732,Manhattan,Elliman,1 Bed, 1 Bath
9360,"792 NINTH Avenue, 4RN - Clinton, New York",2250,Rental,Listing ID: 3850656,Manhattan,Elliman,1 Bed, 1 Bath
9361,"313 East 84th Street, 3B - Upper East Side, New York",2250,Cooperative,Listing ID: 3883526,Manhattan,Elliman,Studio, 1 Bath
9362,"11 East Broadway, 9A - Lower East Side, New York",2250,Condo,Approximate Sq. Feet: 486,Manhattan,Elliman,Studio,
9363,"210 East 21st Street, 6D - Gramercy - Union Square, New York",2250,Cooperative,Approximate Sq. Feet: 250,Manhattan,Elliman,Studio, 1 Bath
9364,"322 East 104th Street, 4E - Upper East Side, New York",2250,Rental,Listing ID: 3886459,Manhattan,Elliman,2 Beds, 1 Bath
9366,"20 Orchard Street, 5R - Lower East Side, New York",2250,Rental,"Approximate Sq. Feet: 1,100",Manhattan,Elliman,1 Bed, 1 Bath
9367,"79 W 127th Street, 2D - New York, New York",2250,Rental,Listing ID: 4994532,Manhattan,Elliman,1 Bed, 1 Bath
9368,"160 EAST 91 STREET, 160 East 91st Street, 2A - Upper East Side, New York",2250,"Cooperative, Doorman",Listing ID: 3606126,Manhattan,Elliman,1 Bed, 1 Bath
9369,"79 West 127th Street, 4B - Harlem, New York",2250,Rental,Listing ID: 3763281,Manhattan,Elliman,1 Bed, 1 Bath
9370,"21 Grove Street, 1 - West Village - Meatpacking District, New York",2250,Rental,Listing ID: 3821209,Manhattan,Elliman,2 Beds, 1 Bath
9371,"236 East 78th Street, 4B - Upper East Side, New York",2250,Cooperative,Listing ID: 3872145,Manhattan,Elliman,Studio, 1 Bath
9372,"79 West 127th Street, 2D - Harlem, New York",2250,Rental,Listing ID: 3880256,Manhattan,Elliman,1 Bed, 1 Bath
9373,"526 West 161st Street, 21 - Washington Heights, New York",2250,Rental,Listing ID: 3859393,Manhattan,Elliman,2 Beds, 1 Bath
9374,"134 West 87th Street, 1F - Upper West Side, New York",2250,Rental,Approximate Sq. Feet: 450,Manhattan,Elliman,Studio, 1 Bath
9375,"184 Nagle Avenue, 2I - Inwood, New York",2250,Rental,Listing ID: 3880186,Manhattan,Elliman,2 Beds, 1 Bath
9376,"30 East 95th Street, 3C - Carnegie Hill, New York",2250,Cooperative,Listing ID: 3877950,Manhattan,Elliman,Studio, 1 Bath
9377,"John James, 775 Riverside Drive, 1K - Washington Heights, New York",2250,Condo,Approximate Sq. Feet: 754,Manhattan,Elliman,1 Bed, 1 Bath
9378,"50 East 80th Street, 5B - Upper East Side, New York",2250,Cooperative,Listing ID: 3884153,Manhattan,Elliman,1 Bed, 1 Bath
9379,"1274 First Avenue, 12 - Upper East Side, New York",2250,Rental,Listing ID: 3876922,Manhattan,Elliman,1 Bed, 1 Bath
9380,"234 East 82nd Street, 10 - Upper East Side, New York",2250,Rental,Listing ID: 3892772,Manhattan,Elliman,1 Bed, 1 Bath
9381,"56 West 84th Street, 1F - Upper West Side, New York",2250,Rental,Listing ID: 3896829,Manhattan,Elliman,Studio, 1 Bath
9382,"Lenox Terrace, 45 West 132nd Street, 5T - Harlem, New York",2250,"Rental, Doorman",Approximate Sq. Feet: 612,Manhattan,Elliman,1 Bed, 1 Bath
9383,"42 East 63rd Street, 2A - Upper East Side, New York",2250,Rental,Listing ID: 3887463,Manhattan,Elliman,Studio, 1 Bath
9384,"152 East 35th Street, 5H - Murray Hill, New York",2250,Cooperative,Approximate Sq. Feet: 400,Manhattan,Elliman,Studio, 1 Bath
9385,"1582 First Avenue, 4D - Upper East Side, New York",2249,Rental,Listing ID: 3861962,Manhattan,Elliman,Studio, 1 Bath
9386,"225 East 82nd Street, 4D - Upper East Side, New York",2245,Rental,Listing ID: 3844869,Manhattan,Elliman,Studio, 1 Bath
9387,"394 East 8th Street, 4C - East Village, New York",2245,Rental,Listing ID: 3879556,Manhattan,Elliman,Studio, 1 Bath
9388,"330 West 85th Street, 6B - Upper West Side, New York",2241,Rental,Listing ID: 3859228,Manhattan,Elliman,Studio, 1 Bath
9389,"1435 York Avenue, 3D - Upper East Side, New York",2225,Rental,Listing ID: 3796942,Manhattan,Elliman,Studio, 1 Bath
9390,"1229 First Avenue, 11 - Upper East Side, New York",2225,Rental,Listing ID: 3891995,Manhattan,Elliman,1 Bed, 1 Bath
9391,"301 East 95th Street, 4B - Upper East Side, New York",2225,Rental,Listing ID: 3208672,Manhattan,Elliman,1 Bed, 1 Bath
9392,"525 East 81st Street, 1A - Upper East Side, New York",2210,Rental,Listing ID: 3884805,Manhattan,Elliman,Studio, 1 Bath
9393,"442 Amsterdam Avenue, 2C - Upper West Side, New York",2200,Cooperative,Listing ID: 3723301,Manhattan,Elliman,1 Bed, 1 Bath
9394,"40 Sutton Pl, 5D - Sutton Area, New York",2200,"Condo, Doorman",Approximate Sq. Feet: 461,Manhattan,Elliman,Studio, 1 Bath
9395,"225 West 15th Street, 1B - Chelsea, New York",2200,Rental,Listing ID: 3792532,Manhattan,Elliman,Studio, 1 Bath
9396,"482 Ft Washington Avenue, 5G - Washington Heights, New York",2200,Rental,Listing ID: 3866919,Manhattan,Elliman,1 Bed, 1 Bath
9397,"157 East 121st Street, 1 - Harlem, New York",2200,Multi-Family,"Approximate Sq. Feet: 1,710",Manhattan,Elliman,4 Beds, 2 Baths
9399,"217 West 79th Street, 4A - Upper West Side, New York",2200,Rental,Approximate Sq. Feet: 400,Manhattan,Elliman,Studio, 1 Bath
9400,"307 East 85th Street, 5F - Upper East Side, New York",2200,,Listing ID: 3874752,Manhattan,Elliman,1 Bed, 1 Bath
9401,"153 Bennett Avenue, 2F - Washington Heights, New York",2200,Cooperative,Approximate Sq. Feet: 750,Manhattan,Elliman,1 Bed, 1 Bath
9402,"337 East 77th Street, BB - Upper East Side, New York",2200,Rental,Listing ID: 3880044,Manhattan,Elliman,Studio, 1 Bath
9403,"82 Wadsworth Avenue, 4A - Washington Heights, New York",2200,Condo,Listing ID: 3808370,Manhattan,Elliman,2 Beds, 1 Bath
9404,"422 E 117th Street, 2 - New York, New York",2200,Rental,Listing ID: 4984493,Manhattan,Elliman,1 Bed, 1 Bath
9405,"252 E 7th Street, 2 - New York, New York",2200,Rental,Listing ID: 4983129,Manhattan,Elliman,Studio, 1 Bath
9406,"138 East 31st Street, 40 - Kips Bay, New York",2200,Rental,Listing ID: 3874039,Manhattan,Elliman,Studio, 1 Bath
9407,"3 West 122nd Street, 4B - Harlem, New York",2200,Condo,Approximate Sq. Feet: 800,Manhattan,Elliman,2 Beds, 1 Bath
9408,"522 East 82nd Street, 3 - Upper East Side, New York",2200,Rental,Listing ID: 3887041,Manhattan,Elliman,Studio, 1 Bath
9409,"303 East 46th Street, 4E - Turtle Bay, New York",2200,Rental,Listing ID: 3872966,Manhattan,Elliman,1 Bed, 1 Bath
9410,"2172 Second Avenue, 3 - East Harlem, New York",2200,,Listing ID: 3853466,Manhattan,Elliman,2 Beds, 1 Bath
9411,"510 West 135th Street, 8A - Hamilton Heights, New York",2200,Rental,Listing ID: 3893890,Manhattan,Elliman,2 Beds, 1 Bath
9412,"null, 516 West 168th Street, 4B - Washington Heights, New York",2200,Rental,Listing ID: 3892116,Manhattan,Elliman,1 Bed, 1 Bath
9413,"544 West 156th Street, 4E - Washington Heights, New York",2200,Cooperative,Listing ID: 3851798,Manhattan,Elliman,2 Beds, 1 Bath
9414,"529 West 48th Street, 10 - Midtown, New York",2200,,Listing ID: 3887657,Manhattan,Elliman,1 Bed, 1 Bath
9415,"590 West 204th Street, 1A - Inwood, New York",2200,Rental,Listing ID: 3795017,Manhattan,Elliman,1 Bed, 1 Bath 
9416,"243 East 120th Street, 5F - East Harlem, New York",2200,Multi-Family,Listing ID: 3833350,Manhattan,Elliman,2 Beds, 1 Bath
9417,"145 West 117th Street, 2 - Harlem, New York",2200,Rental,Listing ID: 3872978,Manhattan,Elliman,1 Bed, 1 Bath
9418,"1091 Second Avenue, #3RS - Sutton Area, New York",2200,,Approximate Sq. Feet: 520,Manhattan,Elliman,1 Bed, 1 Bath
9419,"590 West 204th Street, A45 - Inwood, New York",2200,Rental,Listing ID: 3879657,Manhattan,Elliman,2 Beds, 1 Bath
9420,"422 East 117th Street, 2 - East Harlem, New York",2200,Rental,Listing ID: 3845492,Manhattan,Elliman,1 Bed, 1 Bath
9421,"323 East 8th Street, 6C - East Village, New York",2200,Cooperative,Listing ID: 3884102,Manhattan,Elliman,Studio, 1 Bath
9422,"590 West 204th Street, A45 - Inwood, New York",2200,Rental,Listing ID: 3879657,Manhattan,Elliman,2 Beds, 1 Bath
9423,"149 Edgecombe Avenue, A2 - Harlem, New York",2200,Rental,Listing ID: 3860570,Manhattan,Elliman,2 Beds, 1 Bath
9424,"7 West 92nd Street, 2B - Upper West Side, New York",2200,Cooperative,Listing ID: 3847484,Manhattan,Elliman,1 Bed, 1 Bath
9425,"311 East 25th Street, 5B - Kips Bay, New York",2200,Cooperative,Listing ID: 3869008,Manhattan,Elliman,Studio, 1 Bath
9426,"325 West 71st Street, 6E - Upper West Side, New York",2200,Rental,Listing ID: 3891930,Manhattan,Elliman,Studio, 1 Bath
9427,"35 Morningside Avenue, 22A0 - Morningside Heights, New York",2200,Multi-Family,Listing ID: 3888118,Manhattan,Elliman,1 Bed, 1 Bath
9428,"133 West 145th Street, 61 - Harlem, New York",2200,Rental,Listing ID: 3892529,Manhattan,Elliman,2 Beds, 1 Bath
9429,"Prospect Towers, 45 Tudor City Pl, 1012 - Murray Hill, New York",2200,"Cooperative, Doorman",Listing ID: 3854124,Manhattan,Elliman,Studio, 1 Bath
9430,"58 East 130th Street, 3C - East Harlem, New York",2200,Rental,Listing ID: 3877305,Manhattan,Elliman,2 Beds, 1 Bath
9431,"320 East 42nd Street, 2711 - Turtle Bay, New York",2200,"Cooperative, Doorman",Listing ID: 3829467,Manhattan,Elliman,Studio, 1 Bath
9432,"25 INDIAN RD, 4H - Inwood, New York",2200,Cooperative,Listing ID: 3892756,Manhattan,Elliman,1 Bed, 1 Bath
9433,"2649 Frederick Douglass Boulevard, 5A - Harlem, New York",2200,Rental,Approximate Sq. Feet: 600,Manhattan,Elliman,2 Beds, 1 Bath
9434,"503 West 47th Street, 5FW - Clinton, New York",2199,Rental,Approximate Sq. Feet: 550,Manhattan,Elliman,1 Bed, 1 Bath
9435,"Lenox Terrace, 40 West 135th Street, 2C - Harlem, New York",2199,"Rental, Doorman",Approximate Sq. Feet: 789,Manhattan,Elliman,1 Bed, 1 Bath
9436,"215 East 117th Street, 12 - East Harlem, New York",2195,Rental,Approximate Sq. Feet: 625,Manhattan,Elliman,2 Beds, 1 Bath
9438,"57 Clinton Street, 2D - Lower East Side, New York",2195,Rental,Listing ID: 3889551,Manhattan,Elliman,1 Bed, 1 Bath
9439,"209 East 88th Street, 3D - Upper East Side, New York",2195,Cooperative,Listing ID: 3881871,Manhattan,Elliman,1 Bed, 1 Bath
9440,"149 W 12th Street, 6-2 - New York, New York",2195,Rental,Approximate Sq. Feet: 450,Manhattan,Elliman,Studio, 1 Bath
9441,"242 West 103rd Street, 3 - Upper West Side, New York",2195,Rental,Listing ID: 3869504,Manhattan,Elliman,Studio, 1 Bath
9442,"208 East 70th Street, 1E - Upper East Side, New York",2195,Cooperative,Listing ID: 3885532,Manhattan,Elliman,Studio, 1 Bath
9443,"84 Madison Street, 17 - Lower East Side, New York",2195,Multi-Family,Listing ID: 3877875,Manhattan,Elliman,1 Bed, 1 Bath
9444,"GRAMERCY PARK, 151 East 20th Street, 2C - Gramercy - Union Square, New York",2195,Condo,Approximate Sq. Feet: 300,Manhattan,Elliman,Studio, 1 Bath
9445,"119 East 89th Street, 4A - Carnegie Hill, New York",2195,Rental,Listing ID: 3785268,Manhattan,Elliman,Studio, 1 Bath
9446,"2484 Adam C Powell Boulevard, 22 - Harlem, New York",2194,Rental,Listing ID: 3739916,Manhattan,Elliman,2 Beds, 1 Bath
9447,"321 East 71st Street, 2A - Upper East Side, New York",2190,Cooperative,Listing ID: 3871349,Manhattan,Elliman,Studio, 1 Bath
9448,"85 Fairview Avenue, 1E - Hudson Heights, New York",2185,Rental,Listing ID: 3859355,Manhattan,Elliman,1 Bed, 1 Bath
9449,"325 West 30th Street, B1 - Chelsea, New York",2180,Rental,Listing ID: 3885078,Manhattan,Elliman,Studio, 1 Bath
9450,"208 East 87th Street, 5E - Upper East Side, New York",2178,,Listing ID: 3895537,Manhattan,Elliman,1 Bed, 1 Bath
9451,"536 East 89th Street, 4D - Upper East Side, New York",2175,Rental,Listing ID: 3880955,Manhattan,Elliman,1 Bed, 1 Bath
9452,"311 East 60th Street, 3B - Upper East Side, New York",2175,Multi-Family,Approximate Sq. Feet: 2,Manhattan,Elliman,1 Bed,
9453,"58 West 84th Street, GF - Upper West Side, New York",2175,Rental,Listing ID: 3895779,Manhattan,Elliman,Studio, 1 Bath
9454,"ADDISON HALL, 457 West 57th Street, 711 - Clinton, New York",2175,"Cooperative, Doorman",Listing ID: 3858999,Manhattan,Elliman,Studio, 1 Bath
9455,"423 East 83rd Street, 2B - Upper East Side, New York",2175,Rental,Listing ID: 3883538,Manhattan,Elliman,Studio, 1 Bath
9456,"1374 First Avenue, 2D - Upper East Side, New York",2150,Rental,Listing ID: 3843765,Manhattan,Elliman,1 Bed, 1 Bath
9457,"76 St Nicholas Pl, 54 - Hamilton Heights, New York",2150,Rental,Listing ID: 3881393,Manhattan,Elliman,1 Bed, 1 Bath
9458,"3657 Broadway, 3G - New York, New York",2150,Rental,Listing ID: 4986789,Manhattan,Elliman,1 Bed, 1 Bath
9459,"140 East 30th Street, 4R - NoMad, New York",2150,Rental,Listing ID: 3865624,Manhattan,Elliman,Studio, 1 Bath
9460,"33 Canal Street, 5R - Little Italy - Chinatown, New York",2150,Rental,Listing ID: 3738220,Manhattan,Elliman,1 Bed, 1 Bath
9461,"29 COOPER Street, 4B - Inwood, New York",2150,Rental,Listing ID: 3865335,Manhattan,Elliman,1 Bed, 1 Bath
9462,"null, 531 West 159th Street, 7A - Washington Heights, New York",2150,Condo,Listing ID: 3830249,Manhattan,Elliman,Studio, 1 Bath
9463,"304 West 102nd Street, 3B - Upper West Side, New York",2150,Rental,Listing ID: 3859205,Manhattan,Elliman,Studio, 1 Bath
9464,"102 W 80th Street, 44 - New York, New York",2150,Rental,Listing ID: 4992246,Manhattan,Elliman,Studio, 1 Bath
9465,"635 West 170th Street, 2D - Washington Heights, New York",2150,Rental,Listing ID: 3846109,Manhattan,Elliman,2 Beds, 1 Bath
9466,"420 East 10th Street, 3B - East Village, New York",2150,Rental,Listing ID: 3888064,Manhattan,Elliman,Studio, 1 Bath
9467,"478 Third Avenue, 4C - Kips Bay, New York",2150,,Listing ID: 3865428,Manhattan,Elliman,Studio, 1 Bath
9468,"1408 Madison Avenue, 3B - Upper East Side, New York",2150,,Approximate Sq. Feet: 650,Manhattan,Elliman,1 Bed, 1 Bath
9469,"303 East 10th Street, 2RB - East Village, New York",2150,Multi-Family,Listing ID: 3877776,Manhattan,Elliman,1 Bed, 1 Bath
9470,"111 Chrystie Street, 16 - Lower East Side, New York",2150,Rental,Listing ID: 3893536,Manhattan,Elliman,1 Bed, 1 Bath
9471,"428 East 116th Street, 8 - East Harlem, New York",2150,Rental,Approximate Sq. Feet: 800,Manhattan,Elliman,2 Beds, 1 Bath
9472,"529 West 48th Street, 3 - Midtown, New York",2150,,Listing ID: 3768852,Manhattan,Elliman,1 Bed, 1 Bath
9473,"Tesoro, 317 East 111th Street, 5C - East Harlem, New York",2150,"Condo, Doorman",Approximate Sq. Feet: 720,Manhattan,Elliman,1 Bed, 1 Bath
9474,"1374 York Avenue, 3D - Upper East Side, New York",2150,Rental,Listing ID: 3867857,Manhattan,Elliman,2 Beds, 1 Bath
9475,"2546-48 Seventh Avenue, 6 - Harlem, New York",2150,,Listing ID: 3878419,Manhattan,Elliman,2 Beds, 1 Bath
9476,"530 Isham Street, 3D - Inwood, New York",2150,Multi-Family,Listing ID: 3795730,Manhattan,Elliman,2 Beds, 1 Bath
9477,"2546 Adam C Powell Boulevard, 6 - Harlem, New York",2150,Rental,Listing ID: 3879722,Manhattan,Elliman,2 Beds, 1 Bath
9478,"null, 141 Nagle Avenue, 1H - Inwood, New York",2150,Condo,Listing ID: 3880460,Manhattan,Elliman,2 Beds, 1 Bath
9480,"90 Rivington Street, 4A - Lower East Side, New York",2125,Rental,Listing ID: 3895846,Manhattan,Elliman,Studio, 1 Bath
9481,"1436 Lexington Avenue, 3C - Upper East Side, New York",2108,Rental,Listing ID: 3865696,Manhattan,Elliman,Studio, 1 Bath
9482,"312 East 104th Street, 21 - East Harlem, New York",2108,Rental,Listing ID: 3886457,Manhattan,Elliman,2 Beds, 1 Bath
9484,"351 West 71st St, 2 - Upper West Side, New York",2100,Rental,Listing ID: 3719366,Manhattan,Elliman,Studio, 1 Bath
9485,"27-16 41st Avenue, 4C - Long Island City, New York",2100,Condo,Listing ID: 3635163,Manhattan,Elliman,Studio, 1 Bath
9486,"40-4 36th Ave, 2B - Long Island City, New York",2100,Rental,Listing ID: 3131069,Manhattan,Elliman,1 Bed, 1 Bath
9487,"31-17 Greenpoint Ave, 2fl - Long Island City, New York",2100,Rental,Listing ID: 3140459,Manhattan,Elliman,2 Beds, 1 Bath
9488,"482 Ft Washington Avenue, 2B - Washington Heights, New York",2100,Rental,Listing ID: 3860794,Manhattan,Elliman,1 Bed, 1 Bath
9489,"11 St Nicholas Avenue, 3D - New York, New York",2100,Rental,Approximate Sq. Feet: 610,Manhattan,Elliman,Studio, 1 Bath
9491,"2095 Madison Avenue, 3A - Harlem, New York",2100,Rental,Listing ID: 3866852,Manhattan,Elliman,2 Beds, 1 Bath
9492,"null, 531 West 159th Street, 4A - Washington Heights, New York",2100,Condo,Listing ID: 3864273,Manhattan,Elliman,Studio, 1 Bath
9493,"29 COOPER Street, 2C - Inwood, New York",2100,Rental,Listing ID: 3865315,Manhattan,Elliman,1 Bed, 1 Bath
