,Address,Price,Boro,Bed,Bath,Rental,Agency,Neighborhood
10799,"232 Sackett Street, Apt. 3-L",2950,Brooklyn,1 Bed, 1 Bath , Rental,Corcoran,Carroll Gardens
10800,"303 Flatbush Avenue, Apt. 3-R",2700,Brooklyn,2 Beds, 1 Bath , Rental,Corcoran,Prospect Heights
10801,Clinton Street,1700,Brooklyn,Studio, 1 Bath , Rental,Corcoran,Carroll Gardens
10802,4th Avenue,5295,Brooklyn,2 Beds, 2 Baths , Rental,Corcoran,Park Slope
10803,President Street,13000,Brooklyn,4 Beds, 3 Baths ," 1,936 Sq. Ft. / Condo",Corcoran,Carroll Gardens
10804,86th Street,2050,Brooklyn,1 Bed, 1 Bath , Rental,Corcoran,Bay Ridge
10805,Bedford Avenue,1608,Brooklyn,1 Bed, 1 Bath , Rental,Corcoran,Flatbush
10806,"303 Flatbush Avenue, Apt. 3-R",2700,Brooklyn,2 Beds, 1 Bath , Rental,Corcoran,Prospect Heights
10807,4th Avenue,5295,Brooklyn,2 Beds, 2 Baths , Rental,Corcoran,Park Slope
10808,"120 Nassau Street, Apt. 21-K",4538,Brooklyn,1 Bed, 1 Bath , 780 Sq. Ft. / Rental,Corcoran,Downtown Brooklyn
10809,"415 Red Hook Lane, Apt. 11-FF",3920,Brooklyn,1 Bed, 1 Bath , Rental,Corcoran,Downtown Brooklyn
10810,"223 Sackett Street, Apt. 4-F",2100,Brooklyn,Studio, 1 Bath , Rental,Corcoran,Carroll Gardens
10811,"347 Nostrand Avenue, Apt. 4-F",2000,Brooklyn,2 Beds, 1 Bath , Rental,Corcoran,Bedford-Stuyvesant
10812,"1119 Broadway, Apt. 6-A",2350,Brooklyn,1 Bed, 1 Bath , Rental,Corcoran,Bushwick
10813,"1119 Broadway, Apt. 4-B",2350,Brooklyn,1 Bed, 1 Bath , Rental,Corcoran,Bushwick
10814,"154.5 Washington Avenue, Apt. PH-1",2275,Brooklyn,1 Bed, 1 Bath , Rental,Corcoran,Clinton Hill
10818,"196 South 2nd Street, Apt. 2-D",3100,Brooklyn,Studio, 1 Bath , 580 Sq. Ft. / Condo,Corcoran,Williamsburg
10819,"408 Eighth Avenue, Apt. 4A",3600,Brooklyn,2 Beds, 1 Bath ," 1,000 Sq. Ft. / Rental",Corcoran,Park Slope
10821,"2020 Avenue V, Apt. 4-H",1800,Brooklyn,1 Bed, 1 Bath , 800 Sq. Ft. / Co-op,Corcoran,Sheepshead Bay
10822,"380 South 4th Street, Apt. 20",2841,Brooklyn,2 Beds, 1 Bath , Rental,Corcoran,Williamsburg
10823,"120 Nassau Street, Apt. 24-C",4820,Brooklyn,1 Bed, 1 Bath , Rental,Corcoran,Downtown Brooklyn
10824,"120 Nassau Street, Apt. 20-J",4730,Brooklyn,1 Bed, 1 Bath , Rental,Corcoran,Downtown Brooklyn
10826,"266 Washington Avenue, Apt. F-5",3100,Brooklyn,2 Beds, 1 Bath , Rental,Corcoran,Clinton Hill
10828,"139 Emerson Place, Apt. 505",2517,Brooklyn,1 Bed, 1 Bath , 785 Sq. Ft. / Rental,Corcoran,Clinton Hill
10829,"1119 Broadway, Apt. 6-B",2350,Brooklyn,1 Bed, 1 Bath , Rental,Corcoran,Bushwick
10830,"1119 Broadway, Apt. 3-B",2350,Brooklyn,1 Bed, 1 Bath , Rental,Corcoran,Bushwick
10831,"1119 Broadway, Apt. 5-A",2350,Brooklyn,1 Bed, 1 Bath , Rental,Corcoran,Bushwick
10832,"751 De Kalb Avenue, Apt. 4-R",2850,Brooklyn,3 Beds, 1 Bath , Rental,Corcoran,Bedford-Stuyvesant
10833,Warren Street,3500,Brooklyn,2 Beds, 1 Bath , Rental,Corcoran,Boerum Hill
10834,Warren Street,3500,Brooklyn,2 Beds, 1 Bath , Rental,Corcoran,Boerum Hill
10835,Vanderbilt Avenue,2027,Brooklyn,1 Bed, 1 Bath , Rental,Corcoran,Prospect Heights
10837,"55 North 5th Street, Apt. 308-E",2668,Brooklyn,Studio, 1 Bath , Rental,Corcoran,Williamsburg
10838,"154.5 Washington Avenue, Apt. PH-2",2300,Brooklyn,1 Bed, 1 Bath , Rental,Corcoran,Clinton Hill
10840,"9430 Ridge Boulevard, Apt. 3H",1795,Brooklyn,1 Bed, 1 Bath , 700 Sq. Ft. / Co-op,Corcoran,Bay Ridge
10841,"76 Saint Marks Avenue, Apt. 5-A",2650,Brooklyn,1 Bed, 1 Bath , Rental,Corcoran,Park Slope
10842,"120 Nassau Street, Apt. 19-K",4860,Brooklyn,1 Bed, 1 Bath , Rental,Corcoran,Downtown Brooklyn
10845,"50 Greene Avenue, Apt. 3A",2450,Brooklyn,1 Bed, 1 Bath , Rental,Corcoran,Fort Greene
10846,"30 Irving Avenue, Apt. 1-R",2975,Brooklyn,3 Beds, 1 Bath , Rental,Corcoran,Bushwick
10847,"509 Van Buren Street, Apt. 1-R",2350,Brooklyn,1 Bed, 1 Bath , Rental,Corcoran,Bedford-Stuyvesant
10848,"4103 7th Avenue, Apt. 3D",2400,Brooklyn,3 Beds, 1 Bath , Rental,Corcoran,Sunset Park
10849,"24 2nd Place, Apt. 2",12000,Brooklyn,4 Beds, 2 Baths ," 2,800 Sq. Ft. / Rental",Corcoran,Carroll Gardens
10850,"21 India Street, Apt. T-1807",3290,Brooklyn,Studio, 1 Bath , Rental,Corcoran,Greenpoint
10851,"214 North 11th Street, Apt. 5C",4400,Brooklyn,2 Beds, 2 Baths ," 1,054 Sq. Ft. / Condo",Corcoran,Williamsburg
10852,"4103 7th Avenue, Apt. 3D",2400,Brooklyn,3 Beds, 1 Bath , Rental,Corcoran,Sunset Park
10853,"415 Red Hook Lane, Apt. 21-C",5155,Brooklyn,2 Beds, 2 Baths , Rental,Corcoran,Downtown Brooklyn
10854,Orange Street,3850,Brooklyn,2 Beds, 1 Bath , Rental,Corcoran,Brooklyn Heights
10856,"419 Gates Avenue, Apt. 1-R",2650,Brooklyn,2 Beds, 1 Bath , Rental,Corcoran,Bedford-Stuyvesant
10857,"1119 Broadway, Apt. 5-B",2350,Brooklyn,1 Bed, 1 Bath , Rental,Corcoran,Bushwick
10860,"21 India Street, Apt. S-509",6430,Brooklyn,2 Beds, 2 Baths , Rental,Corcoran,Greenpoint
10861,South 1st Street,2000,Brooklyn,Studio, 1 Bath , Rental,Corcoran,Williamsburg
10862,"206 Washington Park, Apt. 2",2400,Brooklyn,Studio, 1 Bath , Condo/Co-op,Corcoran,Fort Greene
10863,"19 Carroll Street, Apt. 2F",2200,Brooklyn,1 Bed, 1 Bath , Rental,Corcoran,Carroll Gardens
10864,Blue Slip,3441,Brooklyn,1 Bed, 1 Bath , Rental,Corcoran,Greenpoint
10865,St Marks Avenue,3700,Brooklyn,2 Beds, 1 Bath , Condo,Corcoran,Prospect Heights
10867,"509 Van Buren Street, Apt. 1-F",1950,Brooklyn,Studio, 1 Bath , Rental,Corcoran,Bedford-Stuyvesant
10868,"42 South Oxford Street, Apt. 1",2500,Brooklyn,Studio, 1 Bath , Rental,Corcoran,Fort Greene
10869,"492 11th Street, Apt. 4-C",2300,Brooklyn,1 Bed, 1 Bath , Rental,Corcoran,Park Slope
10871,"153 Remsen Street, Apt. 8-D",7300,Brooklyn,2 Beds, 2 Baths , Rental,Corcoran,Brooklyn Heights
10875,"1598 Pacific Street, Apt. 7",2000,Brooklyn,2 Beds, 1 Bath , Rental,Corcoran,Crown Heights
10876,"147 Ainslie Street, Apt. 1-R",3500,Brooklyn,2 Beds, 1 Bath , Rental,Corcoran,Williamsburg
10877,"266 Washington Avenue, Apt. B-20",3100,Brooklyn,2 Beds, 1 Bath , Rental,Corcoran,Clinton Hill
10878,"266 Washington Avenue, Apt. C-3",2500,Brooklyn,1 Bed, 1 Bath , Rental,Corcoran,Clinton Hill
10879,"276 St James Place, Apt. 1",4150,Brooklyn,2 Beds, 1 Bath ," 1,370 Sq. Ft. / Rental",Corcoran,Clinton Hill
10880,"141 Broadway, Apt. 3",4450,Brooklyn,2 Beds, 1 Bath , Rental,Corcoran,Williamsburg
10881,"15 Dunham Place, Apt. PH-2",3845,Brooklyn,1 Bed, 1 Bath , Rental,Corcoran,Williamsburg
10883,"1119 Broadway, Apt. 2-B",2450,Brooklyn,1 Bed, 1 Bath , Rental,Corcoran,Bushwick
10884,"585 6th Avenue, Apt. 1D",2950,Brooklyn,1 Bed, 1 Bath , 750 Sq. Ft. / Rental,Corcoran,Park Slope
10885,"50 Bridge Street, Apt. 501",4000,Brooklyn,1 Bed, 1 Bath ," 1,044 Sq. Ft. / Condo",Corcoran,DUMBO
10885,"50 Bridge Street, Apt. 501",4000,Brooklyn,1 Bed, 1 Bath ," 1,044 Sq. Ft. / Condo",Corcoran,Vinegar Hill
10886,"301 Cumberland Street, Apt. B-5",2125,Brooklyn,Studio, 1 Bath , Rental,Corcoran,Fort Greene
10887,"126 Herkimer Street, Apt. B-1",3391,Brooklyn,4 Beds, 2 Baths , Rental,Corcoran,Bedford-Stuyvesant
10888,"215 Freeman Street, Apt. 3-A",2733,Brooklyn,2 Beds, 1 Bath , Rental,Corcoran,Greenpoint
10889,"336 Himrod Street, Apt. 210",2715,Brooklyn,2 Beds, 1 Bath , Rental,Corcoran,Bushwick
10890,"510 Flatbush Avenue, Apt. 5-D",2350,Brooklyn,Studio, 1 Bath , Rental,Corcoran,Lefferts Gardens
10892,"356 State Street, Apt. 1D",2800,Brooklyn,1 Bed, 1 Bath , Rental,Corcoran,Boerum Hill
10894,"420 Kent Avenue, Apt. 3220B",3275,Brooklyn,Studio, 1 Bath , Rental,Corcoran,Williamsburg
10895,"285 Metropolitan Avenue, Apt. RETAIL",28000,Brooklyn,Studio, 1 Bath ," 3,700 Sq. Ft. / Rental",Corcoran,Williamsburg
10896,Jay Street,2100,Brooklyn,Studio, 1 Bath , 420 Sq. Ft. / Co-op,Corcoran,Brooklyn Heights
10900,Bridge Street,3650,Brooklyn,1 Bed, 1 Bath , 687 Sq. Ft. / Condo,Corcoran,Downtown Brooklyn
10901,"388 Bridge Street, Apt. 42B",3900,Brooklyn,1 Bed, 1 Bath , 689 Sq. Ft. / Condo,Corcoran,Downtown Brooklyn
10902,"50 North 5th Street, Apt. W-7S",4295,Brooklyn,1 Bed, 2 Baths , Rental,Corcoran,Williamsburg
10904,Stuyvesant Avenue,2500,Brooklyn,2 Beds, 1 Bath ," 1,300 Sq. Ft. / Rental",Corcoran,Bedford-Stuyvesant
10905,"293 McGuinness Boulevard, Apt. 4-B",4500,Brooklyn,3 Beds, 2 Baths ," 1,000 Sq. Ft. / Rental",Corcoran,Greenpoint
10906,Morgan Avenue,2200,Brooklyn,1 Bed, 1 Bath , House,Corcoran,Greenpoint
10907,"383 86th Street, Apt. 13",1850,Brooklyn,1 Bed, 1 Bath , 550 Sq. Ft. / Rental,Corcoran,Bay Ridge
10908,"9904 Fort Hamilton Parkway, Apt. 2F",2400,Brooklyn,3 Beds, 1 Bath ," 1,300 Sq. Ft. / House",Corcoran,Bay Ridge
10909,"345 86th Street, Apt. 509",1650,Brooklyn,1 Bed, 1 Bath , Rental,Corcoran,Bay Ridge
10910,"347 Van Brunt Street, Apt. 2F",2100,Brooklyn,1 Bed, 1 Bath , 500 Sq. Ft. / Rental,Corcoran,Red Hook
10911,223 Devoe Street,3199,Brooklyn,2 Beds, 1 Bath , House,Corcoran,Williamsburg
10912,"1881 Troutman Street, Apt. 1f",2600,Brooklyn,3 Beds, 1 Bath , Rental,Corcoran,Bushwick
10913,"1881 Troutman Street, Apt. 3F",3100,Brooklyn,4 Beds, 2 Baths , Rental,Corcoran,Bushwick
10914,"336 Himrod Street, Apt. 211",2103,Brooklyn,Studio, 1 Bath , Rental,Corcoran,Bushwick
10915,"336 Himrod Street, Apt. 212",2255,Brooklyn,1 Bed, 1 Bath , Rental,Corcoran,Bushwick
10916,"510 Flatbush Avenue, Apt. 4-C",2733,Brooklyn,2 Beds, 1 Bath , Rental,Corcoran,Lefferts Gardens
10917,"510 Flatbush Avenue, Apt. 3-A",2733,Brooklyn,2 Beds, 1 Bath , Rental,Corcoran,Lefferts Gardens
10918,"72 Box Street, Apt. 2-I",2495,Brooklyn,Studio, 1 Bath , Rental,Corcoran,Greenpoint
10919,"50 North 5th Street, Apt. W-6A",2995,Brooklyn,Studio, 1 Bath , Rental,Corcoran,Williamsburg
10920,"205 30th Street, Apt. 4W",1799,Brooklyn,1 Bed, 1 Bath , Rental,Corcoran,Greenwood
10921,"126 South 8th Street, Apt. 3-A",2500,Brooklyn,1 Bed, 1 Bath , Rental,Corcoran,Williamsburg
10923,"336 Himrod Street, Apt. 310",2714,Brooklyn,2 Beds, 1 Bath , Rental,Corcoran,Bushwick
10924,"275 Park Avenue, Apt. 2-SW",3345,Brooklyn,1 Bed, 1 Bath , Rental,Corcoran,Clinton Hill
10925,"33 Lincoln Road, Apt. 9-F",3340,Brooklyn,2 Beds, 1 Bath , Rental,Corcoran,Lefferts Gardens
10926,"33 Lincoln Road, Apt. 9-BS",3340,Brooklyn,2 Beds, 1 Bath , Rental,Corcoran,Lefferts Gardens
10928,"510 Flatbush Avenue, Apt. 6-G",3450,Brooklyn,2 Beds, 1 Bath , Rental,Corcoran,Lefferts Gardens
10929,Metropolitan Avenue,5300,Brooklyn,2 Beds, 2 Baths ," 1,050 Sq. Ft. / Condo",Corcoran,Williamsburg
10930,"15 Dunham Place, Apt. PH-N",4150,Brooklyn,1 Bed, 1 Bath , Rental,Corcoran,Williamsburg
10931,"82 Irving Place, Apt. 6B",3550,Brooklyn,2 Beds, 1 Bath , 900 Sq. Ft. / Condo,Corcoran,Clinton Hill
10932,"1035 Fulton Street, Apt. 3-C",2800,Brooklyn,1 Bed, 1 Bath , Rental,Corcoran,Clinton Hill
10933,"50 North 5th Street, Apt. W-6D",5425,Brooklyn,2 Beds, 2 Baths , Rental,Corcoran,Williamsburg
10934,Warren Street,5000,Brooklyn,2 Beds, 2 Baths , 995 Sq. Ft. / Condo,Corcoran,Boerum Hill
10936,"113 Nassau Avenue, Apt. 2",2900,Brooklyn,2 Beds, 1 Bath , Mixed Use Townhouse,Corcoran,Williamsburg
10937,"359 Rugby Road, Apt. 2",2600,Brooklyn,2 Beds, 1 Bath , House,Corcoran,Flatbush
10938,"510 Flatbush Avenue, Apt. 8-B",2733,Brooklyn,2 Beds, 1 Bath , Rental,Corcoran,Lefferts Gardens
10939,"215 Freeman Street, Apt. 2-A",2733,Brooklyn,2 Beds, 1 Bath , Rental,Corcoran,Greenpoint
10940,"336 Himrod Street, Apt. 307",2714,Brooklyn,2 Beds, 1 Bath , Rental,Corcoran,Bushwick
10941,"336 Himrod Street, Apt. 204",2714,Brooklyn,2 Beds, 1 Bath , Rental,Corcoran,Bushwick
10942,"336 Himrod Street, Apt. 206",2714,Brooklyn,2 Beds, 1 Bath , Rental,Corcoran,Bushwick
10943,"253 Nassau Avenue, Apt. 3",2495,Brooklyn,1 Bed, 1 Bath , 750 Sq. Ft. / Rental,Corcoran,Greenpoint
10944,"336 Himrod Street, Apt. 209",2715,Brooklyn,2 Beds, 1 Bath , Rental,Corcoran,Bushwick
10946,"1488 DEKALB Avenue, Apt. 1R",2550,Brooklyn,2 Beds, 1 Bath , Rental,Corcoran,Bushwick
10947,"285 Metropolitan Avenue, Apt. 2-FLR",11000,Brooklyn,Studio, 2 Baths ," 1,950 Sq. Ft. / Rental",Corcoran,Williamsburg
10948,"200 Franklin Street, Apt. 7B",4515,Brooklyn,2 Beds, 1 Bath , Rental,Corcoran,Greenpoint
10949,"311 Baltic Street, Apt. 3-B",2525,Brooklyn,1 Bed, 1 Bath , Rental,Corcoran,Cobble Hill
10950,"200 Atlantic Avenue, Apt. 5-D",4195,Brooklyn,1 Bed, 1 Bath , Rental,Corcoran,Cobble Hill
10953,"180 Sterling Place, Apt. 16",3000,Brooklyn,1 Bed, 1 Bath , Condo,Corcoran,Park Slope
10954,"147 Maujer Street, Apt. 5A",4215,Brooklyn,3 Beds, 2 Baths , Rental,Corcoran,Williamsburg
10955,"33 Lincoln Road, Apt. 2-LN",3600,Brooklyn,2 Beds, 1 Bath , Rental,Corcoran,Lefferts Gardens
10956,"336 Himrod Street, Apt. 207",2715,Brooklyn,2 Beds, 1 Bath , Rental,Corcoran,Bushwick
10957,"336 Himrod Street, Apt. 306",2714,Brooklyn,2 Beds, 1 Bath , Rental,Corcoran,Bushwick
10958,"336 Himrod Street, Apt. 208",2103,Brooklyn,Studio, 1 Bath , Rental,Corcoran,Bushwick
10959,"336 Himrod Street, Apt. 406",2714,Brooklyn,2 Beds, 1 Bath , Rental,Corcoran,Bushwick
10960,"336 Himrod Street, Apt. 101",2715,Brooklyn,2 Beds, 1 Bath , Rental,Corcoran,Bushwick
10961,"358 Grove Street, Apt. 9-B",2195,Brooklyn,1 Bed, 1 Bath , Condo,Corcoran,Bushwick
10963,"302-304 10th Street, Apt. 25",3115,Brooklyn,3 Beds, 1 Bath , Rental,Corcoran,Park Slope
10964,"275 Park Avenue, Apt. 3-OW",4100,Brooklyn,1 Bed, 1 Bath ," 1,300 Sq. Ft. / Rental",Corcoran,Clinton Hill
10965,"215 Marion Street, Apt. 1C",2000,Brooklyn,1 Bed, 1 Bath , Rental,Corcoran,Bedford-Stuyvesant
10966,"420 Kent Avenue, Apt. 3011B",4615,Brooklyn,1 Bed, 1 Bath , Rental,Corcoran,Williamsburg
10967,"285 Metropolitan Avenue, Apt. BLDG",40000,Brooklyn,Studio, 2 Baths ," 5,700 Sq. Ft. / Rental",Corcoran,Williamsburg
10968,"72 Box Street, Apt. 2-A",3800,Brooklyn,2 Beds, 2 Baths , Rental,Corcoran,Greenpoint
10969,"200 Atlantic Avenue, Apt. 3-B",3595,Brooklyn,1 Bed, 1 Bath , Rental,Corcoran,Cobble Hill
10971,"2501 Nostrand Avenue, Apt. 6-V",1765,Brooklyn,1 Bed, 1 Bath , Rental,Corcoran,empty neighborhood
10972,"1215 Ocean Avenue, Apt. 4-G",1800,Brooklyn,1 Bed, 1 Bath , Rental,Corcoran,Midwood
10973,"272 Grand Street, Apt. 5",3500,Brooklyn,2 Beds, 1 Bath , Rental,Corcoran,Williamsburg
10974,"470 Ocean Parkway, Apt. 9-D",1900,Brooklyn,1 Bed, 1 Bath , Rental,Corcoran,Kensington
10975,"847 Madison Street, Apt. 3-A",2700,Brooklyn,1 Bed, 1 Bath , Rental,Corcoran,Bedford-Stuyvesant
10976,"378 McGuinnes Boulevard, Apt. 1-R",1600,Brooklyn,Studio, 1 Bath , Rental,Corcoran,Greenpoint
10977,"504 Myrtle Avenue, Apt. 41-V",3000,Brooklyn,1 Bed, 1 Bath , Rental,Corcoran,Clinton Hill
10978,"504 Myrtle Avenue, Apt. 31-T",3100,Brooklyn,1 Bed, 1 Bath , Rental,Corcoran,Clinton Hill
10979,"120 Nassau Street, Apt. A-31",3480,Brooklyn,Studio, 1 Bath , 523 Sq. Ft. / Rental,Corcoran,Downtown Brooklyn
10980,"120 Nassau Street, Apt. 18K-1",4415,Brooklyn,1 Bed, 1 Bath , 780 Sq. Ft. / Rental,Corcoran,Downtown Brooklyn
10981,"120 Nassau Street, Apt. F-28",4580,Brooklyn,1 Bed, 1 Bath , 812 Sq. Ft. / Rental,Corcoran,Downtown Brooklyn
10982,"479 Clinton Avenue, Apt. B",3800,Brooklyn,3 Beds, 1 Bath , Rental,Corcoran,Clinton Hill
10983,"439 16th Street, Apt. 2-R",3275,Brooklyn,3 Beds, 1 Bath , Rental,Corcoran,Park Slope
10984,"30 3RD Street, Apt. 4L",3666,Brooklyn,2 Beds, 1 Bath , Rental,Corcoran,Gowanus
10985,"21 India Street, Apt. T-1501",5800,Brooklyn,2 Beds, 2 Baths , Rental,Corcoran,Greenpoint
10987,"156 North 4th Street, Apt. 9-W",3485,Brooklyn,1 Bed, 1 Bath , Rental,Corcoran,Williamsburg
10988,"20 Bushwick Avenue, Apt. 2-L",2700,Brooklyn,2 Beds, 1 Bath , Rental,Corcoran,Williamsburg
10989,"665 Central Avenue, Apt. 1-R",2300,Brooklyn,2 Beds, 1 Bath , Rental,Corcoran,Bushwick
10990,"504 Myrtle Avenue, Apt. 50-X",2550,Brooklyn,Studio, 1 Bath , Rental,Corcoran,Clinton Hill
10991,"120 Nassau Street, Apt. B-28",4680,Brooklyn,1 Bed, 1 Bath , 814 Sq. Ft. / Rental,Corcoran,Downtown Brooklyn
10992,"505 East 22nd Street, Apt. 4-L",1550,Brooklyn,1 Bed, 1 Bath , Rental,Corcoran,Flatbush
10993,"170 Woodruff Avenue, Apt. 2-A",2500,Brooklyn,3 Beds, 1 Bath , Rental,Corcoran,Prospect Park South
10994,"1677 8th Avenue, Apt. 1-R",2222,Brooklyn,1 Bed, 1 Bath , Rental,Corcoran,Park Slope
10995,"564-570 Saint Johns Place, Apt. 610",3208,Brooklyn,2 Beds, 1 Bath , Rental,Corcoran,Crown Heights
10996,"252 12th Street, Apt. 3-D",2750,Brooklyn,2 Beds, 1 Bath , Rental,Corcoran,Park Slope
10997,Atlantic Avenue,2400,Brooklyn,1 Bed, 1 Bath , 800 Sq. Ft. / Rental,Corcoran,Downtown Brooklyn
10998,Nelson Street,2600,Brooklyn,1 Bed, 1 Bath , 750 Sq. Ft. / House,Corcoran,Carroll Gardens
10999,"504 Myrtle Avenue, Apt. 80-B",2700,Brooklyn,Studio, 1 Bath , Rental,Corcoran,Clinton Hill
11000,"120 Nassau Street, Apt. C-29",7120,Brooklyn,2 Beds, 2 Baths ," 1,230 Sq. Ft. / Rental",Corcoran,Downtown Brooklyn
11001,"120 Nassau Street, Apt. H-27",3960,Brooklyn,1 Bed, 1 Bath , 673 Sq. Ft. / Rental,Corcoran,Downtown Brooklyn
11002,"120 Nassau Street, Apt. 17K-1",4380,Brooklyn,1 Bed, 1 Bath , 780 Sq. Ft. / Rental,Corcoran,Downtown Brooklyn
11003,"25 Lafayette Avenue, Apt. 3-E",3750,Brooklyn,2 Beds, 1 Bath , Rental,Corcoran,Fort Greene
11005,"99 Lafayette Avenue, Apt. 3-G",2838,Brooklyn,1 Bed, 1 Bath , Rental,Corcoran,Fort Greene
11006,"537 Throop Avenue, Apt. 3",2550,Brooklyn,3 Beds, 1 Bath ," 1,100 Sq. Ft. / House",Corcoran,Bedford-Stuyvesant
11008,"589 5th Avenue, Apt. PH",3200,Brooklyn,1 Bed, 1 Bath , Rental,Corcoran,Park Slope
11009,"120 Nassau Street, Apt. D-24",4170,Brooklyn,1 Bed, 1 Bath , 806 Sq. Ft. / Rental,Corcoran,Downtown Brooklyn
11010,"663 Central Avenue, Apt. 2-L",2000,Brooklyn,2 Beds, 1 Bath , Rental,Corcoran,Bushwick
11011,"2425 Nostrand Avenue, Apt. 117",1575,Brooklyn,Studio, 1 Bath , Rental,Corcoran,empty neighborhood
11013,"784 Saint Johns Place, Apt. 1-L",3000,Brooklyn,3 Beds, 1 Bath , Rental,Corcoran,Crown Heights
11015,Clinton Street,2600,Brooklyn,1 Bed, 1 Bath , 800 Sq. Ft. / House,Corcoran,Carroll Gardens
11016,"504 Myrtle Avenue, Apt. 40-X",2750,Brooklyn,Studio, 1 Bath , Rental,Corcoran,Clinton Hill
11017,"504 Myrtle Avenue, Apt. 51-T",3100,Brooklyn,1 Bed, 1 Bath , Rental,Corcoran,Clinton Hill
11018,"21 India Street, Apt. S-304",5570,Brooklyn,2 Beds, 2 Baths , Rental,Corcoran,Greenpoint
11019,"301 Cumberland Street, Apt. C-6",2105,Brooklyn,Studio, 1 Bath , Rental,Corcoran,Fort Greene
11020,"120 Nassau Street, Apt. 16K-1",3635,Brooklyn,1 Bed, 1 Bath , 780 Sq. Ft. / Rental,Corcoran,Downtown Brooklyn
11022,Sterling Place,2175,Brooklyn,Studio, 1 Bath , Co-op,Corcoran,Prospect Heights
11024,"467 Keap Street, Apt. 5A",4395,Brooklyn,2 Beds, 2 Baths , Condo,Corcoran,Williamsburg
11025,"698 Fulton Street, Apt. 2r",2010,Brooklyn,Studio, 1 Bath , 375 Sq. Ft. / Rental,Corcoran,Fort Greene
11026,Putnam Avenue,7750,Brooklyn,4 Beds, 2 Baths ," 1,500 Sq. Ft. / Rental",Corcoran,Clinton Hill
11027,"123 Parkside Avenue, Apt. 3-D",3370,Brooklyn,1 Bed, 1 Bath , 797 Sq. Ft. / Rental,Corcoran,Prospect Park South
11029,Henry Street,2500,Brooklyn,1 Bed, 1 Bath , Rental,Corcoran,Brooklyn Heights
11030,Caton Avenue,2500,Brooklyn,2 Beds, 2 Baths , 831 Sq. Ft. / Condo,Corcoran,Lefferts Gardens
11031,Cortelyou Road,6000,Brooklyn,Studio, 1 Bath , Rental,Corcoran,Ditmas Park
11034,"196 Prospect Park West, Apt. 3-R",6485,Brooklyn,3 Beds, 2 Baths ," 1,500 Sq. Ft. / Rental",Corcoran,Park Slope
11035,Columbia Street,2400,Brooklyn,1 Bed, 1 Bath , 825 Sq. Ft. / Condo,Corcoran,Red Hook
11036,Myrtle Avenue,2900,Brooklyn,2 Beds, 1 Bath , Rental,Corcoran,Fort Greene
11037,"75 16th Street, Apt. 1",3000,Brooklyn,2 Beds, 1 Bath , Rental,Corcoran,Park Slope
11038,"2 Northside Piers, Apt. 14H",5750,Brooklyn,2 Beds, 2 Baths ," 1,234 Sq. Ft. / Condo",Corcoran,Williamsburg
11039,"211 McGuinness Boulevard, Apt. 8410",4612,Brooklyn,2 Beds, 2 Baths , Rental,Corcoran,Greenpoint
11043,"125 Parkside Avenue, Apt. 6-M",4213,Brooklyn,2 Beds, 2 Baths , Rental,Corcoran,Prospect Park South
11045,"561 Clinton Street, Apt. 3A",2000,Brooklyn,1 Bed, 1 Bath , Rental,Corcoran,Carroll Gardens
11046,"306 Gold Street, Apt. 10G",4000,Brooklyn,2 Beds, 2 Baths ," 1,176 Sq. Ft. / Condo",Corcoran,Downtown Brooklyn
11047,"88 Atlantic Avenue, Apt. 2B1",5292,Brooklyn,3 Beds, 2 Baths , Rental,Corcoran,Brooklyn Heights
11049,"12399 Flatlands Avenue, Apt. 2C",2350,Brooklyn,2 Beds, 1 Bath , 926 Sq. Ft. / Condo,Corcoran,empty neighborhood
11050,"800 Bergen Street, Apt. 7A",1900,Brooklyn,Studio, 1 Bath , Rental,Corcoran,Crown Heights
11051,"1285 Fulton Street, Apt. 3L",2800,Brooklyn,4 Beds, 1 Bath , Mixed Use Townhouse,Corcoran,Bedford-Stuyvesant
11052,"178 North 11th Street, Apt. 6E",5945,Brooklyn,3 Beds, 2 Baths , Rental,Corcoran,Williamsburg
11053,"211 McGuinness Boulevard, Apt. 7317",4315,Brooklyn,2 Beds, 2 Baths , Rental,Corcoran,Greenpoint
11054,"50 North 5th Street, Apt. E-6K",3990,Brooklyn,1 Bed, 1 Bath , Rental,Corcoran,Williamsburg
11055,"287 Prospect Avenue, Apt. 2G",2263,Brooklyn,1 Bed, 1 Bath , 600 Sq. Ft. / Rental,Corcoran,Park Slope
11056,"287 Prospect Avenue, Apt. 6D",2995,Brooklyn,2 Beds, 2 Baths , Rental,Corcoran,Park Slope
11057,"601 Lorimer Street, Apt. PH-1",3600,Brooklyn,2 Beds, 1 Bath , 950 Sq. Ft. / Rental,Corcoran,Williamsburg
11058,17th Street,2850,Brooklyn,2 Beds, 1 Bath , Rental,Corcoran,Park Slope
11061,"1002 PARK Place, Apt. 5",1850,Brooklyn,1 Bed, 1 Bath , Rental,Corcoran,Crown Heights
11062,"211 McGuinness Boulevard, Apt. 6517",4442,Brooklyn,2 Beds, 2 Baths , Rental,Corcoran,Greenpoint
11063,"101 Ocean Parkway, Apt. 3CC",3600,Brooklyn,3 Beds, 2 Baths , Rental,Corcoran,Windsor Terrace
