Address,Neighborhood,Price,Beds,Baths,Boro
"110 West 90th Street, Unit 4F",Upper West Side,6000,2 BD,2 BA,Manhattan
"1876 3rd Avenue, Unit 2A",East Harlem,2500,1 BD,1 BA,Manhattan
"117 West 123rd Street, Unit 2B",Harlem,3300,1 BD,1 BA,Manhattan
"647 West 184th Street, Unit 1",Washington Heights,3995,4 BD,1 BA,Manhattan
"176 East 77th Street, Unit 17F",Upper East Side,7800,2 BD,2 BA,Manhattan
"306 West 142nd Street, Unit 1A",Harlem,3000,2 BD,2 BA,Manhattan
"552 West 146th Street, Unit 4",Hamilton Heights,2300,2 BD,1 BA,Manhattan
"27 East 65th Street, Unit 17A",Upper East Side,10000,2 BD,2 BA,Manhattan
"10 West 15th Street, Unit 922",Flatiron,3300,Studio,1 BA,Manhattan
"1876 3rd Avenue, Unit 3A",East Harlem,2500,1 BD,1 BA,Manhattan
"353 West 56th Street, Unit 8A",Hell's Kitchen,4995,1 BD,1 BA,Manhattan
"435 East 6th Street, Unit 3R",East Village,2600,1 BD,1 BA,Manhattan
"121 East 23rd Street, Unit 12A",Flatiron,6500,2 BD,2 BA,Manhattan
"109 1st Avenue, Unit 5R",East Village,2675,1 BD,1 BA,Manhattan
"120 Greenwich Street, Unit 7G",Financial District,3450,1 BD,1 BA,Manhattan
"477 Fdr Drive, Unit M801",Lower East Side,2950,1 BD,1 BA,Manhattan
"1 Wall Street Court, Unit 803",Financial District,2500,Studio,1 BA,Manhattan
"142 East 16th Street, Unit 8G",Gramercy,3999,1 BD,1 BA,Manhattan
"125 Delancey Street, Unit 604",Lower East Side,5652,1 BD,1 BA,Manhattan
"175 West 12th Street, Unit 17B",West Village,6500,2 BD,1.5 BA,Manhattan
"1876 3rd Avenue, Unit 1A",East Harlem,2250,Studio,1 BA,Manhattan
"188 East 64th Street, Unit 402",Upper East Side,4500,1 BD,2 BA,Manhattan
"200 East 21st Street, Unit 7B",Gramercy,5950,1 BD,1 BA,Manhattan
"158-18 Riverside Drive West, Unit 2K",Washington Heights,2950,1 BD,1 BA,Manhattan
"15 Charles Street, Unit 10D",West Village,6000,1 BD,1 BA,Manhattan
"301 East 84th Street, Unit 2D",Upper East Side,2200,Studio,1 BA,Manhattan
"359 West 126th Street, Unit 2A",Morningside Heights,1800,1 BD,1 BA,Manhattan
"200 West 67th Street, Unit 38A",Upper West Side,11900,3 BD,3.5 BA,Manhattan
"234 East 24th Street, Unit 1RE",Kips Bay,3299,1 BD,1 BA,Manhattan
"234 East 24th Street, Unit 1RE",Kips Bay,3299,1 BD,1 BA,Manhattan
"138-140 East 31st Street, Unit 40",Kips Bay,2200,Studio,1 BA,Manhattan
"138-140 East 31st Street, Unit 40",Kips Bay,2200,Studio,1 BA,Manhattan
"174 Hester Street, Unit 14",Little Italy,3600,2 BD,1 BA,Manhattan
"480 Main Street, Unit 10D",Roosevelt Island,5160,2 BD,2 BA,Manhattan
"480 Main Street, Unit 20M",Roosevelt Island,3260,Studio,1 BA,Manhattan
"480 Main Street, Unit 18C",Roosevelt Island,3555,1 BD,1 BA,Manhattan
"330 West 45th Street, Unit 10L",Hell's Kitchen,4400,1 BD,1 BA,Manhattan
"2 Cooper Square, Unit 10A",NoHo,6395,1 BD,1 BA,Manhattan
"282 11th Avenue, Unit 912",Chelsea,3450,Studio,1 BA,Manhattan
535 West 43rd Street,Hell's Kitchen,4354,1 BD,1 BA,Manhattan
"229 West 20th Street, Unit 1B",Chelsea,2775,1 BD,1 BA,Manhattan
"229 West 20th Street, Unit 1B",Chelsea,2775,1 BD,1 BA,Manhattan
"511 West 186th Street, Unit C6",Washington Heights,2250,2 BD,1 BA,Manhattan
"310 Greenwich Street, Unit 9G",TriBeCa,5495,2 BD,1 BA,Manhattan
"310 Greenwich Street, Unit 24H",TriBeCa,6595,2 BD,2 BA,Manhattan
65 Nagle Avenue,Washington Heights,4000,4 BD,2 BA,Manhattan
"415 East 37th Street, Unit 12K",Murray Hill,3400,1 BD,1 BA,Manhattan
"250 East 49th Street, Unit 19B",Midtown East,3900,1 BD,1 BA,Manhattan
16 East 98th Street,Upper East Side,9500,2 BD,1.5 BA,Manhattan
"225 East 70th Street, Unit 4F",Upper East Side,3695,1 BD,1 BA,Manhattan
"7 East 14th Street, Unit 1024",Flatiron,2900,Studio,1 BA,Manhattan
"306 West 142nd Street, Unit PHD",Harlem,3600,2 BD,1 BA,Manhattan
"281 West 132nd Street, Unit 2",Harlem,2250,1 BD,1 BA,Manhattan
"210 East 15th Street, Unit 14E",Gramercy,3595,1 BD,1 BA,Manhattan
"138-140 East 31st Street, Unit 40",Kips Bay,2200,Studio,1 BA,Manhattan
"138-140 East 31st Street, Unit 40",Kips Bay,2200,Studio,1 BA,Manhattan
"174 Hester Street, Unit 14",Little Italy,3600,2 BD,1 BA,Manhattan
"480 Main Street, Unit 10D",Roosevelt Island,5160,2 BD,2 BA,Manhattan
"480 Main Street, Unit 20M",Roosevelt Island,3260,Studio,1 BA,Manhattan
"480 Main Street, Unit 18C",Roosevelt Island,3555,1 BD,1 BA,Manhattan
"330 West 45th Street, Unit 10L",Hell's Kitchen,4400,1 BD,1 BA,Manhattan
"2 Cooper Square, Unit 10A",NoHo,6395,1 BD,1 BA,Manhattan
"282 11th Avenue, Unit 912",Chelsea,3450,Studio,1 BA,Manhattan
535 West 43rd Street,Hell's Kitchen,4354,1 BD,1 BA,Manhattan
"229 West 20th Street, Unit 1B",Chelsea,2775,1 BD,1 BA,Manhattan
"229 West 20th Street, Unit 1B",Chelsea,2775,1 BD,1 BA,Manhattan
"511 West 186th Street, Unit C6",Washington Heights,2250,2 BD,1 BA,Manhattan
"310 Greenwich Street, Unit 9G",TriBeCa,5495,2 BD,1 BA,Manhattan
"310 Greenwich Street, Unit 24H",TriBeCa,6595,2 BD,2 BA,Manhattan
65 Nagle Avenue,Washington Heights,4000,4 BD,2 BA,Manhattan
"415 East 37th Street, Unit 12K",Murray Hill,3400,1 BD,1 BA,Manhattan
"250 East 49th Street, Unit 19B",Midtown East,3900,1 BD,1 BA,Manhattan
16 East 98th Street,Upper East Side,9500,2 BD,1.5 BA,Manhattan
"225 East 70th Street, Unit 4F",Upper East Side,3695,1 BD,1 BA,Manhattan
"7 East 14th Street, Unit 1024",Flatiron,2900,Studio,1 BA,Manhattan
"306 West 142nd Street, Unit PHD",Harlem,3600,2 BD,1 BA,Manhattan
"281 West 132nd Street, Unit 2",Harlem,2250,1 BD,1 BA,Manhattan
"210 East 15th Street, Unit 14E",Gramercy,3595,1 BD,1 BA,Manhattan
"17 Convent Avenue, Unit 3B",Morningside Heights,4500,2 BD,2 BA,Manhattan
"516 West 134th Street, Unit 21",Morningside Heights,3200,4 BD,2 BA,Manhattan
"15 Hudson Yards, Unit 30B",Chelsea,6800,1 BD,1 BA,Manhattan
"410 West 24th Street, Unit 8C",Chelsea,2995,Studio,1 BA,Manhattan
"346 East 119th Street, Unit 3A",East Harlem,2300,1 BD,1 BA,Manhattan
"2 Cooper Square, Unit 10A",NoHo,6395,1 BD,1 BA,Manhattan
"21 West Street, Unit 23J",Financial District,4295,1 BD,1 BA,Manhattan
"600 Washington Street, Unit 513",West Village,3891,Studio,1 BA,Manhattan
"775 Columbus Avenue, Unit 7D",Upper West Side,3647,Studio,1 BA,Manhattan
"7 West 21st Street, Unit 15H",Flatiron,5945,1 BD,1 BA,Manhattan
"300 East 39th Street, Unit 26F",Murray Hill,4207,1 BD,1 BA,Manhattan
"181 Waverly Place, Unit 5A",West Village,4500,2 BD,1 BA,Manhattan
"400 West 63rd Street, Unit 319",Upper West Side,6802,2 BD,2 BA,Manhattan
"400 West 63rd Street, Unit 902",Upper West Side,4466,1 BD,1 BA,Manhattan
"777 6th Avenue, Unit 21A",Chelsea,3792,Studio,1 BA,Manhattan
"777 6th Avenue, Unit 7G",Chelsea,4563,1 BD,1 BA,Manhattan
"220 West 107th Street, Unit 3C",Upper West Side,7300,6 BD,3 BA,Manhattan
"326 East 85th Street, Unit 1D",Upper East Side,1850,Studio,1 BA,Manhattan
"127 2nd Avenue, Unit 9",East Village,3100,2 BD,1 BA,Manhattan
160 Bleecker Street,Greenwich Village,4500,1 BD,1.5 BA,Manhattan
"105 West 29th Street, Unit 47A",Chelsea,5614,1 BD,1 BA,Manhattan
"83 Post Avenue, Unit 42",Inwood,2250,2 BD,1 BA,Manhattan
"54 West 91st Street, Unit 4A",Upper West Side,2650,1 BD,1 BA,Manhattan
"7 West 21st Street, Unit 7D",Flatiron,5805,1 BD,1 BA,Manhattan
"6 Peter Cooper Road, Unit 8F",Gramercy,5437,2 BD,2 BA,Manhattan
"410 East 20th Street, Unit 9H",Gramercy,5165,3 BD,1 BA,Manhattan
"653 East 14th Street, Unit 8G",Gramercy,3515,1 BD,1 BA,Manhattan
"281 Ave C, Unit 1C",Gramercy,3762,2 BD,1 BA,Manhattan
"235 East 40th Street, Unit 32C",Murray Hill,4500,1 BD,1.5 BA,Manhattan
"321 East 48th Street, Unit 13D",Midtown East,4995,3 BD,1 BA,Manhattan
"431 East 82nd Street, Unit 1A",Upper East Side,1975,Studio,1 BA,Manhattan
"4791 Broadway, Unit 41",Inwood,1725,1 BD,1 BA,Manhattan
"46 Lispenard Street, Unit 1E",TriBeCa,17950,5 BD,4 BA,Manhattan
"21 West Street, Unit 23J",Financial District,4295,1 BD,1 BA,Manhattan
"218 East 50th Street, Unit 2",Midtown East,15000,4 BD,3 BA,Manhattan
"60 East 8th Street, Unit 17G",Greenwich Village,3295,Studio,1 BA,Manhattan
"55 East 86th Street, Unit 3D",Upper East Side,3500,1 BD,1 BA,Manhattan
"1399 Park Avenue, Unit 8A",East Harlem,4500,2 BD,2 BA,Manhattan
"478 3rd Avenue, Unit 3D",Kips Bay,3400,2 BD,1 BA,Manhattan
"103 West 105th Street, Unit 4B",Upper West Side,2400,2 BD,1 BA,Manhattan
"259 West 138th Street, Unit 2",Harlem,8500,4 BD,2.5 BA,Manhattan
"157 East 121st Street, Unit 1",East Harlem,2200,1 BD,1 BA,Manhattan
"311 Broadway, Unit 2A",TriBeCa,9000,6 BD,2 BA,Manhattan
"311 Broadway, Unit 2A",TriBeCa,9000,6 BD,2 BA,Manhattan
"254 Seaman Avenue, Unit B1",Inwood,2290,2 BD,1 BA,Manhattan
"60 West 129th Street, Unit 1E",Harlem,1500,Studio,1 BA,Manhattan
"333 West 87th Street, Unit 3",Upper West Side,3500,1 BD,1 BA,Manhattan
"160 Riverside Boulevard, Unit 10D",Upper West Side,3641,1 BD,1 BA,Manhattan
"6 Peter Cooper Road, Unit 8F",Gramercy,5437,2 BD,2 BA,Manhattan
"410 East 20th Street, Unit 9H",Gramercy,5165,3 BD,1 BA,Manhattan
"653 East 14th Street, Unit 8G",Gramercy,3515,1 BD,1 BA,Manhattan
"281 Ave C, Unit 1C",Gramercy,3762,2 BD,1 BA,Manhattan
"235 East 40th Street, Unit 32C",Murray Hill,4500,1 BD,1.5 BA,Manhattan
"321 East 48th Street, Unit 13D",Midtown East,4995,3 BD,1 BA,Manhattan
"431 East 82nd Street, Unit 1A",Upper East Side,1975,Studio,1 BA,Manhattan
"4791 Broadway, Unit 41",Inwood,1725,1 BD,1 BA,Manhattan
"46 Lispenard Street, Unit 1E",TriBeCa,17950,5 BD,4 BA,Manhattan
"21 West Street, Unit 23J",Financial District,4295,1 BD,1 BA,Manhattan
"218 East 50th Street, Unit 2",Midtown East,15000,4 BD,3 BA,Manhattan
"60 East 8th Street, Unit 17G",Greenwich Village,3295,Studio,1 BA,Manhattan
"55 East 86th Street, Unit 3D",Upper East Side,3500,1 BD,1 BA,Manhattan
"1399 Park Avenue, Unit 8A",East Harlem,4500,2 BD,2 BA,Manhattan
"478 3rd Avenue, Unit 3D",Kips Bay,3400,2 BD,1 BA,Manhattan
"103 West 105th Street, Unit 4B",Upper West Side,2400,2 BD,1 BA,Manhattan
"259 West 138th Street, Unit 2",Harlem,8500,4 BD,2.5 BA,Manhattan
"157 East 121st Street, Unit 1",East Harlem,2200,1 BD,1 BA,Manhattan
"311 Broadway, Unit 2A",TriBeCa,9000,6 BD,2 BA,Manhattan
"311 Broadway, Unit 2A",TriBeCa,9000,6 BD,2 BA,Manhattan
"254 Seaman Avenue, Unit B1",Inwood,2290,2 BD,1 BA,Manhattan
"60 West 129th Street, Unit 1E",Harlem,1500,Studio,1 BA,Manhattan
"333 West 87th Street, Unit 3",Upper West Side,3500,1 BD,1 BA,Manhattan
"160 Riverside Boulevard, Unit 10D",Upper West Side,3641,1 BD,1 BA,Manhattan
"50 West 77th Street, Unit 4B",Upper West Side,3825,1 BD,1 BA,Manhattan
"225 East 39th Street, Unit 32H",Murray Hill,5075,1 BD,1 BA,Manhattan
"532 West 145th Street, Unit 4A",Hamilton Heights,1650,1 BD,1 BA,Manhattan
"532 West 145th Street, Unit 4A",Hamilton Heights,1650,1 BD,1 BA,Manhattan
"137 East 27th Street, Unit 1",Kips Bay,3799,2 BD,2 BA,Manhattan
"719 West 180th Street, Unit 6",Washington Heights,2400,2 BD,1 BA,Manhattan
"750 Columbus Avenue, Unit PHR",Upper West Side,4260,1 BD,1 BA,Manhattan
"95 Wall Street, Unit 1021",Financial District,3395,Studio,1 BA,Manhattan
"180 Water Street, Unit 1306",Financial District,3823,1 BD,1 BA,Manhattan
"95 Wall Street, Unit 1002",Financial District,3018,Studio,1 BA,Manhattan
"20 Broad Street, Unit 2506",Financial District,3875,1 BD,1 BA,Manhattan
626 1st Avenue,Murray Hill,7236,2 BD,2 BA,Manhattan
"180 Water Street, Unit 713",Financial District,5587,2 BD,2 BA,Manhattan
626 1st Avenue,Murray Hill,7236,2 BD,2 BA,Manhattan
"20 Broad Street, Unit 2301",Financial District,4100,Studio,1 BA,Manhattan
"323 West 47th Street, Unit 2B",Hell's Kitchen,5850,4 BD,2 BA,Manhattan
"323 West 47th Street, Unit 2B",Hell's Kitchen,5850,4 BD,2 BA,Manhattan
"49 Downing Street, Unit 2C",West Village,5000,1 BD,1 BA,Manhattan
"108 West 15th Street, Unit 5D",Chelsea,6395,2 BD,1 BA,Manhattan
"229 Chrystie Street, Unit 628",Lower East Side,3825,Studio,1 BA,Manhattan
"50 East 28th Street, Unit 18H",NoMad,6405,1 BD,1 BA,Manhattan
"229 Chrystie Street, Unit 1213",Lower East Side,5335,1 BD,1 BA,Manhattan
"70 Pine Street, Unit 720",Financial District,8595,3 BD,2 BA,Manhattan
"312 11th Avenue, Unit 21G",Chelsea,5454,2 BD,1 BA,Manhattan
"312 11th Avenue, Unit 12C",Chelsea,3896,1 BD,1 BA,Manhattan
"13 Essex Street, Unit 7",Chinatown,3000,2 BD,1 BA,Manhattan
"13 Essex Street, Unit 7",Chinatown,3000,2 BD,1 BA,Manhattan
"183 East 3rd Street, Unit 4C",East Village,2650,1 BD,1 BA,Manhattan
"183 East 3rd Street, Unit 4C",East Village,2650,1 BD,1 BA,Manhattan
"136 William Street, Unit 2A",Financial District,6500,4 BD,2 BA,Manhattan
"136 William Street, Unit 2A",Financial District,6500,4 BD,2 BA,Manhattan
"310 Greenwich Street, Unit 2E",TriBeCa,4795,1 BD,1 BA,Manhattan
"310 Greenwich Street, Unit 2F",TriBeCa,4795,1 BD,1 BA,Manhattan
"310 Greenwich Street, Unit 2G",TriBeCa,4795,1 BD,1 BA,Manhattan
20 Beaver Street,Financial District,4495,3 BD,1 BA,Manhattan
20 Beaver Street,Financial District,4495,3 BD,1 BA,Manhattan
157 West 93rd Street,Upper West Side,3900,1 BD,1 BA,Manhattan
"1224 St Nicholas Avenue, Unit 2D",Washington Heights,1581,Studio,1 BA,Manhattan
"416 West 52nd Street, Unit 415",Hell's Kitchen,6000,2 BD,2 BA,Manhattan
"7 West 108th Street, Unit 3A",Upper West Side,6500,5 BD,2 BA,Manhattan
"7 West 108th Street, Unit 3A",Upper West Side,6500,5 BD,2 BA,Manhattan
"180 Riverside Boulevard, Unit 34F",Upper West Side,4925,1 BD,1 BA,Manhattan
"8 Spruce Street, Unit 65A",Financial District,12650,3 BD,2.5 BA,Manhattan
"6 West 107th Street, Unit 1A",Upper West Side,2500,1 BD,1 BA,Manhattan
"6 West 107th Street, Unit 1A",Upper West Side,2500,1 BD,1 BA,Manhattan
"444 East 57th Street, Unit 4B",Midtown East,6875,2 BD,2 BA,Manhattan
"7 West 108th Street, Unit 3D",Upper West Side,5000,4 BD,1 BA,Manhattan
"7 West 108th Street, Unit 3D",Upper West Side,5000,4 BD,1 BA,Manhattan
"953 Columbus Avenue, Unit 1N",Upper West Side,2400,1 BD,1 BA,Manhattan
"953 Columbus Avenue, Unit 1N",Upper West Side,2400,1 BD,1 BA,Manhattan
"5 East 22nd Street, Unit 16F",Flatiron,6200,2 BD,2 BA,Manhattan
"10 Manhattan Avenue, Unit 6A",Upper West Side,6000,5 BD,3 BA,Manhattan
"10 Manhattan Avenue, Unit 6A",Upper West Side,6000,5 BD,3 BA,Manhattan
"15 West 107th Street, Unit 1",Upper West Side,2350,1 BD,1 BA,Manhattan
"15 West 107th Street, Unit 1",Upper West Side,2350,1 BD,1 BA,Manhattan
"109 West 105th Street, Unit 1C",Upper West Side,3750,3 BD,1 BA,Manhattan
"109 West 105th Street, Unit 1C",Upper West Side,3750,3 BD,1 BA,Manhattan
"200 West 106th Street, Unit 5C",Upper West Side,6000,5 BD,2 BA,Manhattan
"200 West 106th Street, Unit 5C",Upper West Side,6000,5 BD,2 BA,Manhattan
"932 Amsterdam Avenue, Unit 5S",Upper West Side,3850,3 BD,1 BA,Manhattan
"932 Amsterdam Avenue, Unit 5S",Upper West Side,3850,3 BD,1 BA,Manhattan
416 West 52nd Street,Hell's Kitchen,11058,3 BD,2 BA,Manhattan
"170 Amsterdam Avenue, Unit 13M",Upper West Side,5274,1 BD,1 BA,Manhattan
"180 Riverside Boulevard, Unit 30F",Upper West Side,4899,1 BD,1 BA,Manhattan
"180 Riverside Boulevard, Unit 5E",Upper West Side,2898,Studio,1 BA,Manhattan
"191 Henry, Unit 1",Lower East Side,2200,1 BD,1 BA,Manhattan
"224 Sullivan Street, Unit F31",Greenwich Village,2450,Studio,1 BA,Manhattan
"330 East 39th Street, Unit 11C",Murray Hill,4795,2 BD,1.5 BA,Manhattan
"330 East 39th Street, Unit 11C",Murray Hill,4795,2 BD,1.5 BA,Manhattan
"140 Wadsworth Avenue, Unit 28",Washington Heights,2500,2 BD,1 BA,Manhattan
"67 Wall Street, Unit 4N",Financial District,4020,1 BD,1 BA,Manhattan
"129 East 69th Street, Unit 5B",Upper East Side,18000,4 BD,3 BA,Manhattan
"500 West 23rd Street, Unit 5L",Chelsea,3582,Studio,1 BA,Manhattan
"160 Riverside Boulevard, Unit 27E",Upper West Side,4467,1 BD,1 BA,Manhattan
"11 East 1st Street, Unit 1606",East Village,3681,Studio,1 BA,Manhattan
"103 West 73rd Street, Unit 2A",Upper West Side,2725,1 BD,1 BA,Manhattan
"101 East 10th Street, Unit 8HH",East Village,5040,1 BD,1 BA,Manhattan
"101 East 10th Street, Unit 8HH",East Village,5600,1 BD,1 BA,Manhattan
"20 River Terrace, Unit 16J",Battery Park City,5650,1 BD,1 BA,Manhattan
"101 East 10th Street, Unit 8JJ",East Village,4496,1 BD,1 BA,Manhattan
"101 East 10th Street, Unit 8JJ",East Village,4995,1 BD,1 BA,Manhattan
"1376 1st Avenue, Unit 5",Upper East Side,2350,1 BD,1 BA,Manhattan
"343 East 30th Street, Unit 14K",Kips Bay,3500,1 BD,1 BA,Manhattan
"5 Tudor City Place, Unit 427",Murray Hill,2075,Studio,1 BA,Manhattan
"150 East 57th Street, Unit 18E",Midtown East,5150,2 BD,2 BA,Manhattan
"250 West Street, Unit 4E",TriBeCa,13500,2 BD,2.5 BA,Manhattan
"203 West 11th Street, Unit 5F",West Village,4950,2 BD,1 BA,Manhattan
"539 West 155th Street, Unit 3",Washington Heights,3000,3 BD,1 BA,Manhattan
"220 Ave B, Unit 4E",East Village,3500,2 BD,2 BA,Manhattan
"220 Ave B, Unit 4E",East Village,3500,2 BD,2 BA,Manhattan
"25 Grove Street, Unit 14",West Village,6300,3 BD,1 BA,Manhattan
"25 Grove, Unit 14",West Village,6300,3 BD,1 BA,Manhattan
"8 Centre Market Place, Unit 1C",SoHo,4600,3 BD,1 BA,Manhattan
"8 Centre Market Place, Unit 1C",SoHo,4600,3 BD,1 BA,Manhattan
170 East 91st Street,Upper East Side,2800,1 BD,1 BA,Manhattan
170 East 91st Street,Upper East Side,2800,1 BD,1 BA,Manhattan
"141 East 33rd Street, Unit 4E",Kips Bay,5385,2 BD,1 BA,Manhattan
"41 Park Avenue, Unit 7C",Murray Hill,4835,1 BD,1 BA,Manhattan
"105 West 72nd Street, Unit 10B",Upper West Side,6800,2 BD,2 BA,Manhattan
"242 East 79th Street, Unit 2C",Upper East Side,2300,1 BD,1 BA,Manhattan
"303 East 57th Street, Unit 29E",Midtown East,10000,2 BD,2 BA,Manhattan
112 East 61st Street,Upper East Side,12000,2 BD,2.5 BA,Manhattan
"47 West 71st Street, Unit 4R",Upper West Side,2300,1 BD,1 BA,Manhattan
"400 Central Park West, Unit 8Y",Upper West Side,3200,1 BD,1 BA,Manhattan
"216-218 East 47th Street, Unit 3B",Midtown East,3700,1 BD,1.5 BA,Manhattan
"340 East 64th Street, Unit 18L",Upper East Side,7900,2 BD,2.5 BA,Manhattan
"959 1st Avenue, Unit 11B",Midtown East,5800,1 BD,1 BA,Manhattan
"343 East 30th Street, Unit 2G",Kips Bay,2500,Studio,1 BA,Manhattan
"310 East 23rd Street, Unit 6E",Gramercy,2895,Studio,1 BA,Manhattan
"330 East 38th Street, Unit 15N",Murray Hill,9600,3 BD,3 BA,Manhattan
"200 East 21st Street, Unit 8B",Gramercy,6000,1 BD,1 BA,Manhattan
"148 West 111th Street, Unit 5D",Harlem,2495,2 BD,1 BA,Manhattan
"160 East 27th Street, Unit 6C",Kips Bay,2800,Studio,1 BA,Manhattan
"120 West 21st Street, Unit 219",Chelsea,4500,Studio,1 BA,Manhattan
"250 West 100th Street, Unit 914",Upper West Side,2125,Studio,1 BA,Manhattan
"227 East 66th Street, Unit 102",Upper East Side,2325,Studio,1 BA,Manhattan
"423 East 82nd Street, Unit 1C",Upper East Side,2600,Studio,1 BA,Manhattan
"435 West 54th Street, Unit 5C",Hell's Kitchen,3095,2 BD,1 BA,Manhattan
"303 East 46th Street, Unit 4E",Midtown East,2200,1 BD,1 BA,Manhattan
"60 East 55th Street, Unit 16A",Midtown East,5700,1 BD,1 BA,Manhattan
"377 Rector Place, Unit 7B",Battery Park City,3400,1 BD,1 BA,Manhattan
"2000 Broadway, Unit 18D",Upper West Side,6850,2 BD,2 BA,Manhattan
"230 West 55th Street, Unit 15H",Theater District,2795,Studio,1 BA,Manhattan
"445 5th Avenue, Unit 23H",Midtown South,3750,1 BD,1 BA,Manhattan
"30 West Street, Unit 11C",Battery Park City,6200,2 BD,2 BA,Manhattan
"101 West 79th Street, Unit 8B",Upper West Side,3700,1 BD,1 BA,Manhattan
"303 East 57th Street, Unit 45B",Midtown East,10000,2 BD,2.5 BA,Manhattan
"345 East 80th Street, Unit 12H",Upper East Side,3200,1 BD,1 BA,Manhattan
"444 East 82nd Street, Unit 14H",Upper East Side,3600,1 BD,1 BA,Manhattan
"405 East 54th Street, Unit 6B",Midtown East,3650,1 BD,1 BA,Manhattan
"303 East 43rd Street, Unit 8A",Midtown East,5675,2 BD,2 BA,Manhattan
"212 5th Avenue, Unit 7C",NoMad,13500,2 BD,2.5 BA,Manhattan
"314 West 142nd Street, Unit 1",Harlem,1499,Studio,1 BA,Manhattan
"70 Pine Street, Unit 720",Financial District,8595,3 BD,2 BA,Manhattan
"444 East 82nd Street, Unit 3P",Upper East Side,3650,1 BD,1 BA,Manhattan
108 Franklin Street,TriBeCa,25000,4 BD,3.5 BA,Manhattan
"200 East 28th Street, Unit 6D",Kips Bay,4500,2 BD,1 BA,Manhattan
"350 East 54th Street, Unit 6C",Midtown East,2325,Studio,1 BA,Manhattan
"444 East 82nd Street, Unit 7M",Upper East Side,7300,2 BD,2 BA,Manhattan
"310 East 46th Street, Unit 25H",Midtown East,5400,1 BD,1 BA,Manhattan
"155 West 68th Street, Unit 2009",Upper West Side,3995,1 BD,1 BA,Manhattan
"4 East 89th Street, Unit 3F",Upper East Side,3000,Studio,1 BA,Manhattan
"630 1st Avenue, Unit 6M",Murray Hill,5500,3 BD,2 BA,Manhattan
"40 Central Park South, Unit 12C",Central Park South,7400,1 BD,1 BA,Manhattan
"30 West 61st Street, Unit 17D",Upper West Side,6250,2 BD,2 BA,Manhattan
"229 Chrystie Street, Unit 1213",Lower East Side,5335,1 BD,1 BA,Manhattan
"55 West 25th Street, Unit 27G",NoMad,5275,1 BD,1 BA,Manhattan
"1700 York Avenue, Unit 3S",Upper East Side,2600,Studio,1 BA,Manhattan
"865 1st Avenue, Unit 2E",Midtown East,3800,1 BD,1 BA,Manhattan
"7 West 21st Street, Unit 12A",Flatiron,4950,Studio,1 BA,Manhattan
"252 7th Avenue, Unit 8L",Chelsea,5200,1 BD,1 BA,Manhattan
"228 Mott Street, Unit 3B",NoLita,4500,1 BD,1 BA,Manhattan
"23 Greene Street, Unit PH",SoHo,23950,4 BD,4.5 BA,Manhattan
"285 Lafayette Street, Unit 2A",NoLita,30000,3 BD,3.5 BA,Manhattan
"303 East 57th Street, Unit 45A",Midtown East,9000,2 BD,3 BA,Manhattan
"200 Riverside Boulevard, Unit 14H",Upper West Side,3800,1 BD,1.5 BA,Manhattan
"35 Park Avenue, Unit 11J",Murray Hill,2550,Studio,1 BA,Manhattan
"1295 5th Avenue, Unit 32H",East Harlem,4650,3 BD,1.5 BA,Manhattan
